freq,Reach,Date,dominant_veg,ltbg,system
44,Landa Lake,4/30/2015,Ludwigia,7,Comal
52,Landa Lake,4/30/2015,Ludwigia,7,Comal
1,Landa Lake,4/30/2015,Open,NA,Comal
0,Upper Spring Run,4/29/2015,Sagittaria,1,Comal
0,Old Channel Reach,4/29/2015,Open,NA,Comal
29,Upper Spring Run,4/29/2015,Bryophytes,20,Comal
25,Upper Spring Run,4/29/2015,Bryophytes,20,Comal
1,Upper Spring Run,4/29/2015,Sagittaria,1,Comal
20,Upper Spring Run,4/29/2015,Hygrophila,NA,Comal
10,Upper Spring Run,4/29/2015,Open,NA,Comal
52,Old Channel Reach,4/29/2015,Bryophytes,20,Comal
150,Old Channel Reach,4/29/2015,Bryophytes,20,Comal
14,Old Channel Reach,4/29/2015,Hygrophila,NA,Comal
7,Old Channel Reach,4/29/2015,Hygrophila,NA,Comal
37,Old Channel Reach,4/29/2015,Ludwigia,7,Comal
19,Old Channel Reach,4/29/2015,Ludwigia,7,Comal
9,Old Channel Reach,4/29/2015,Open,NA,Comal
12,Upper New Channel Reach,10/29/2014,Cabomba,7,Comal
9,Upper New Channel Reach,10/29/2014,Cabomba,7,Comal
1,Upper New Channel Reach,10/29/2014,Hygrophila,NA,Comal
3,Upper New Channel Reach,10/29/2014,Hygrophila,NA,Comal
5,Upper New Channel Reach,10/29/2014,Ludwigia,7,Comal
5,Upper New Channel Reach,10/29/2014,Ludwigia,7,Comal
35,Old Channel Reach,10/29/2014,Bryophytes,20,Comal
5,Old Channel Reach,10/29/2014,Hygrophila,NA,Comal
14,Old Channel Reach,10/29/2014,Hygrophila,NA,Comal
3,Old Channel Reach,10/29/2014,Open,NA,Comal
35,Landa Lake,10/28/2014,Ludwigia,7,Comal
80,Landa Lake,10/28/2014,Bryophytes,20,Comal
7,Landa Lake,10/28/2014,Vallisneria,1,Comal
11,Landa Lake,10/28/2014,Cabomba,7,Comal
1,Landa Lake,10/28/2014,Cabomba,7,Comal
7,Landa Lake,10/28/2014,Open,NA,Comal
110,Old Channel Reach,10/28/2014,Bryophytes,20,Comal
14,Old Channel Reach,10/28/2014,Ludwigia,7,Comal
15,Old Channel Reach,10/28/2014,Ludwigia,7,Comal
1,Old Channel Reach,10/28/2014,Open,NA,Comal
0,Upper Spring Run,10/27/2014,Sagittaria,1,Comal
0,Upper Spring Run,10/27/2014,Sagittaria,1,Comal
0,Upper Spring Run,10/27/2014,Open,NA,Comal
24,Upper Spring Run,10/27/2014,Bryophytes,20,Comal
41,Upper Spring Run,10/27/2014,Bryophytes,20,Comal
1,Upper Spring Run,10/27/2014,Open,NA,Comal
3,Upper Spring Run,10/27/2014,Green Algae,NA,Comal
1,Upper Spring Run,10/27/2014,Green Algae,NA,Comal
15,Landa Lake,10/27/2014,Hygrophila,NA,Comal
28,Landa Lake,10/27/2014,Hygrophila,NA,Comal
103,Landa Lake,10/27/2014,Ludwigia,7,Comal
57,Landa Lake,10/27/2014,Bryophytes,20,Comal
20,Landa Lake,10/27/2014,Vallisneria,1,Comal
2,Landa Lake,10/27/2014,Open,NA,Comal
70,Landa Lake,8/14/2014,Bryophytes,20,Comal
113,Landa Lake,8/14/2014,Bryophytes,20,Comal
19,Landa Lake,8/14/2014,Cabomba,7,Comal
4,Landa Lake,8/14/2014,Cabomba,7,Comal
17,Old Channel Reach,8/13/2014,Hygrophila,NA,Comal
20,Old Channel Reach,8/13/2014,Hygrophila,NA,Comal
19,Old Channel Reach,8/13/2014,Hygrophila,NA,Comal
14,Old Channel Reach,8/13/2014,Hygrophila,NA,Comal
4,Old Channel Reach,8/13/2014,Open,NA,Comal
4,Old Channel Reach,8/13/2014,Open,NA,Comal
26,Upper New Channel Reach,8/13/2014,Cabomba,7,Comal
18,Upper New Channel Reach,8/13/2014,Cabomba,7,Comal
23,Upper New Channel Reach,8/13/2014,Hygrophila,NA,Comal
32,Upper New Channel Reach,8/13/2014,Hygrophila,NA,Comal
28,Upper New Channel Reach,8/13/2014,Ludwigia,7,Comal
47,Upper New Channel Reach,8/13/2014,Ludwigia,7,Comal
0,Upper Spring Run,8/12/2014,Sagittaria,1,Comal
0,Upper Spring Run,8/12/2014,Sagittaria,1,Comal
1,Upper Spring Run,8/12/2014,Bryophytes,20,Comal
6,Upper Spring Run,8/12/2014,Bryophytes,20,Comal
3,Upper Spring Run,8/12/2014,Open,NA,Comal
2,Upper Spring Run,8/12/2014,Open,NA,Comal
85,Landa Lake,8/12/2014,Vallisneria,1,Comal
14,Landa Lake,8/12/2014,Vallisneria,1,Comal
107,Landa Lake,8/12/2014,Ludwigia,7,Comal
42,Landa Lake,8/12/2014,Ludwigia,7,Comal
128,Landa Lake,8/12/2014,Sagittaria,1,Comal
212,Landa Lake,8/12/2014,Sagittaria,1,Comal
38,Old Channel Reach,4/24/2014,Hygrophila,NA,Comal
42,Old Channel Reach,4/24/2014,Hygrophila,NA,Comal
29,Old Channel Reach,4/24/2014,Hygrophila,NA,Comal
8,Old Channel Reach,4/24/2014,Hygrophila,NA,Comal
8,Old Channel Reach,4/24/2014,Hygrophila,NA,Comal
12,Old Channel Reach,4/24/2014,Hygrophila,NA,Comal
22,Upper New Channel Reach,4/23/2014,Cabomba,7,Comal
50,Upper New Channel Reach,4/23/2014,Cabomba,7,Comal
17,Upper New Channel Reach,4/23/2014,Hygrophila,NA,Comal
3,Upper New Channel Reach,4/23/2014,Hygrophila,NA,Comal
19,Upper New Channel Reach,4/23/2014,Ludwigia,7,Comal
4,Upper New Channel Reach,4/23/2014,Ludwigia,7,Comal
43,Landa Lake,4/22/2014,Ludwigia,7,Comal
32,Landa Lake,4/22/2014,Ludwigia,7,Comal
81,Landa Lake,4/22/2014,Bryophytes,20,Comal
75,Landa Lake,4/22/2014,Bryophytes,20,Comal
71,Landa Lake,4/22/2014,Hygrophila,NA,Comal
70,Landa Lake,4/22/2014,Hygrophila,NA,Comal
51,Landa Lake,4/22/2014,Cabomba,7,Comal
5,Landa Lake,4/22/2014,Cabomba,7,Comal
0,Upper Spring Run,4/21/2014,Sagittaria,1,Comal
0,Upper Spring Run,4/21/2014,Sagittaria,1,Comal
1,Upper Spring Run,4/21/2014,Bryophytes,20,Comal
8,Upper Spring Run,4/21/2014,Bryophytes,20,Comal
6,Upper Spring Run,4/21/2014,Bryophytes,20,Comal
3,Upper Spring Run,4/21/2014,Sagittaria,1,Comal
9,Landa Lake,4/21/2014,Vallisneria,1,Comal
62,Landa Lake,4/21/2014,Vallisneria,1,Comal
20,Old Channel Reach,10/23/2013,Bryophytes,20,Comal
20,Old Channel Reach,10/23/2013,Bryophytes,20,Comal
22,Old Channel Reach,10/23/2013,Bryophytes,20,Comal
9,Old Channel Reach,10/23/2013,Hygrophila,NA,Comal
8,Old Channel Reach,10/23/2013,Hygrophila,NA,Comal
2,Old Channel Reach,10/23/2013,Hygrophila,NA,Comal
9,Landa Lake,10/22/2013,Vallisneria,1,Comal
66,Landa Lake,10/22/2013,Bryophytes,20,Comal
13,Landa Lake,10/22/2013,Ludwigia,7,Comal
22,Landa Lake,10/22/2013,Ludwigia,7,Comal
1,Landa Lake,10/22/2013,Cabomba,7,Comal
1,Landa Lake,10/22/2013,Cabomba,7,Comal
0,Upper Spring Run,10/21/2013,Sagittaria,1,Comal
0,Upper Spring Run,10/21/2013,Sagittaria,1,Comal
0,Landa Lake,10/21/2013,Vallisneria,1,Comal
29,Upper Spring Run,10/21/2013,Bryophytes,20,Comal
29,Upper Spring Run,10/21/2013,Bryophytes,20,Comal
3,Upper Spring Run,10/21/2013,Sagittaria,1,Comal
43,Upper Spring Run,10/21/2013,Bryophytes,20,Comal
43,Landa Lake,10/21/2013,Hygrophila,NA,Comal
37,Landa Lake,10/21/2013,Hygrophila,NA,Comal
56,Landa Lake,10/21/2013,Bryophytes,20,Comal
1,Landa Lake,8/15/2013,Cabomba,7,Comal
5,Landa Lake,8/15/2013,Cabomba,7,Comal
24,Old Channel Reach,8/15/2013,Hygrophila,NA,Comal
3,Old Channel Reach,8/15/2013,Hygrophila,NA,Comal
9,Old Channel Reach,8/15/2013,Hygrophila,NA,Comal
11,Old Channel Reach,8/15/2013,Hygrophila,NA,Comal
20,Old Channel Reach,8/15/2013,Hygrophila,NA,Comal
14,Old Channel Reach,8/15/2013,Hygrophila,NA,Comal
0,Upper Spring Run,8/14/2013,Bryophytes,20,Comal
0,Upper Spring Run,8/14/2013,Sagittaria,1,Comal
0,Upper Spring Run,8/14/2013,Sagittaria,1,Comal
23,Upper Spring Run,8/14/2013,Bryophytes,20,Comal
1,Upper Spring Run,8/14/2013,Sagittaria,1,Comal
6,Upper Spring Run,8/14/2013,Open,NA,Comal
43,Landa Lake,8/14/2013,Vallisneria,1,Comal
23,Landa Lake,8/14/2013,Vallisneria,1,Comal
54,Landa Lake,8/14/2013,Hygrophila,NA,Comal
34,Landa Lake,8/14/2013,Hygrophila,NA,Comal
98,Landa Lake,8/14/2013,Bryophytes,20,Comal
85,Landa Lake,8/14/2013,Bryophytes,20,Comal
34,Landa Lake,8/14/2013,Ludwigia,7,Comal
44,Landa Lake,8/14/2013,Bryophytes,20,Comal
20,Landa Lake,4/16/2013,Cabomba,7,Comal
8,Landa Lake,4/16/2013,Cabomba,7,Comal
23,Landa Lake,4/16/2013,Ludwigia,7,Comal
14,Landa Lake,4/16/2013,Ludwigia,7,Comal
2,Old Channel Reach,4/16/2013,Hygrophila,NA,Comal
17,Old Channel Reach,4/16/2013,Hygrophila,NA,Comal
41,Old Channel Reach,4/16/2013,Bryophytes,20,Comal
12,Old Channel Reach,4/16/2013,Bryophytes,20,Comal
12,Old Channel Reach,4/16/2013,Hygrophila,NA,Comal
8,Old Channel Reach,4/16/2013,Hygrophila,NA,Comal
12,Upper Spring Run,4/15/2013,Sagittaria,1,Comal
5,Upper Spring Run,4/15/2013,Sagittaria,1,Comal
27,Upper Spring Run,4/15/2013,Hygrophila,NA,Comal
19,Upper Spring Run,4/15/2013,Hygrophila,NA,Comal
81,Upper Spring Run,4/15/2013,Bryophytes,20,Comal
34,Upper Spring Run,4/15/2013,Bryophytes,20,Comal
3,Landa Lake,4/15/2013,Vallisneria,1,Comal
15,Landa Lake,4/15/2013,Vallisneria,1,Comal
25,Landa Lake,4/15/2013,Hygrophila,NA,Comal
30,Landa Lake,4/15/2013,Hygrophila,NA,Comal
61,Landa Lake,4/15/2013,Bryophytes,20,Comal
32,Landa Lake,4/15/2013,Bryophytes,20,Comal
0,Old Channel Reach,11/1/2012,Ludwigia,7,Comal
23,Landa Lake,11/1/2012,Ludwigia,7,Comal
36,Landa Lake,11/1/2012,Ludwigia,7,Comal
33,Landa Lake,11/1/2012,Hygrophila,NA,Comal
31,Landa Lake,11/1/2012,Hygrophila,NA,Comal
13,Old Channel Reach,11/1/2012,Hygrophila,NA,Comal
5,Old Channel Reach,11/1/2012,Hygrophila,NA,Comal
2,Old Channel Reach,11/1/2012,Hygrophila,NA,Comal
4,Old Channel Reach,11/1/2012,Ludwigia,7,Comal
24,Old Channel Reach,11/1/2012,Bryophytes,20,Comal
0,Upper Spring Run,10/31/2012,Sagittaria,1,Comal
0,Upper Spring Run,10/31/2012,Hygrophila,NA,Comal
3,Upper Spring Run,10/31/2012,Sagittaria,1,Comal
9,Upper Spring Run,10/31/2012,Hygrophila,NA,Comal
7,Upper Spring Run,10/31/2012,Bryophytes,20,Comal
15,Upper Spring Run,10/31/2012,Bryophytes,20,Comal
80,Landa Lake,10/31/2012,Bryophytes,20,Comal
81,Landa Lake,10/31/2012,Bryophytes,20,Comal
2,Landa Lake,10/31/2012,Vallisneria,1,Comal
2,Landa Lake,10/31/2012,Vallisneria,1,Comal
6,Landa Lake,10/31/2012,Cabomba,7,Comal
26,Landa Lake,10/31/2012,Cabomba,7,Comal
9,Old Channel Reach,5/16/2012,Hygrophila,NA,Comal
2,Old Channel Reach,5/16/2012,Hygrophila,NA,Comal
8,Old Channel Reach,5/16/2012,Hygrophila,NA,Comal
7,Old Channel Reach,5/16/2012,Ludwigia,7,Comal
3,Old Channel Reach,5/16/2012,Ludwigia,7,Comal
6,Old Channel Reach,5/16/2012,Hygrophila,NA,Comal
41,Landa Lake,5/15/2012,Hygrophila,NA,Comal
34,Landa Lake,5/15/2012,Hygrophila,NA,Comal
30,Landa Lake,5/15/2012,Cabomba,7,Comal
25,Landa Lake,5/15/2012,Cabomba,7,Comal
0,Upper Spring Run,5/14/2012,Sagittaria,1,Comal
0,Upper Spring Run,5/14/2012,Sagittaria,1,Comal
96,Landa Lake,5/14/2012,Bryophytes,20,Comal
110,Landa Lake,5/14/2012,Bryophytes,20,Comal
33,Landa Lake,5/14/2012,Ludwigia,7,Comal
40,Landa Lake,5/14/2012,Ludwigia,7,Comal
2,Landa Lake,5/14/2012,Vallisneria,1,Comal
18,Landa Lake,5/14/2012,Vallisneria,1,Comal
22,Upper Spring Run,5/14/2012,Hygrophila,NA,Comal
1,Upper Spring Run,5/14/2012,Hygrophila,NA,Comal
64,Upper Spring Run,5/14/2012,Bryophytes,20,Comal
60,Upper Spring Run,5/14/2012,Bryophytes,20,Comal
3,Old Channel Reach,11/16/2011,Hygrophila,NA,Comal
3,Old Channel Reach,11/16/2011,Hygrophila,NA,Comal
3,Old Channel Reach,11/16/2011,Hygrophila,NA,Comal
2,Old Channel Reach,11/16/2011,Ludwigia,7,Comal
5,Old Channel Reach,11/16/2011,Ludwigia,7,Comal
2,Old Channel Reach,11/16/2011,Ludwigia,7,Comal
61,Landa Lake,11/15/2011,Bryophytes,20,Comal
141,Landa Lake,11/15/2011,Bryophytes,20,Comal
12,Landa Lake,11/15/2011,Ludwigia,7,Comal
17,Landa Lake,11/15/2011,Ludwigia,7,Comal
1,Landa Lake,11/15/2011,Cabomba,7,Comal
21,Landa Lake,11/15/2011,Cabomba,7,Comal
0,Upper Spring Run,11/14/2011,Sagittaria,1,Comal
0,Upper Spring Run,11/14/2011,Hygrophila,NA,Comal
0,Landa Lake,11/14/2011,Vallisneria,1,Comal
0,Landa Lake,11/14/2011,Vallisneria,1,Comal
2,Upper Spring Run,11/14/2011,Sagittaria,1,Comal
6,Upper Spring Run,11/14/2011,Hygrophila,NA,Comal
151,Upper Spring Run,11/14/2011,Bryophytes,20,Comal
70,Upper Spring Run,11/14/2011,Bryophytes,20,Comal
48,Landa Lake,11/14/2011,Hygrophila,NA,Comal
9,Landa Lake,11/14/2011,Hygrophila,NA,Comal
0,Landa Lake,8/24/2011,Cabomba,7,Comal
78,Landa Lake,8/24/2011,Bryophytes,20,Comal
62,Landa Lake,8/24/2011,Bryophytes,20,Comal
46,Landa Lake,8/24/2011,Ludwigia,7,Comal
147,Landa Lake,8/24/2011,Ludwigia,7,Comal
14,Landa Lake,8/24/2011,Hygrophila,NA,Comal
41,Landa Lake,8/24/2011,Hygrophila,NA,Comal
8,Landa Lake,8/24/2011,Cabomba,7,Comal
0,Old Channel Reach,8/23/2011,Ludwigia,7,Comal
2,Old Channel Reach,8/23/2011,Hygrophila,NA,Comal
13,Old Channel Reach,8/23/2011,Hygrophila,NA,Comal
4,Old Channel Reach,8/23/2011,Hygrophila,NA,Comal
3,Old Channel Reach,8/23/2011,Ludwigia,7,Comal
2,Old Channel Reach,8/23/2011,Ludwigia,7,Comal
0,Upper Spring Run,8/22/2011,Sagittaria,1,Comal
0,Upper Spring Run,8/22/2011,Sagittaria,1,Comal
0,Landa Lake,8/22/2011,Vallisneria,1,Comal
2,Upper Spring Run,8/22/2011,Hygrophila,NA,Comal
5,Upper Spring Run,8/22/2011,Hygrophila,NA,Comal
10,Upper Spring Run,8/22/2011,Green Algae,NA,Comal
2,Upper Spring Run,8/22/2011,Green Algae,NA,Comal
3,Landa Lake,8/22/2011,Vallisneria,1,Comal
0,Upper Spring Run,6/21/2011,Sagittaria,1,Comal
0,Upper Spring Run,6/21/2011,Sagittaria,1,Comal
4,Upper Spring Run,6/21/2011,Hygrophila,NA,Comal
8,Upper Spring Run,6/21/2011,Hygrophila,NA,Comal
23,Upper Spring Run,6/21/2011,Bryophytes,20,Comal
5,Upper Spring Run,6/21/2011,Bryophytes,20,Comal
0,Old Channel Reach,5/6/2011,Hygrophila,NA,Comal
7,Old Channel Reach,5/6/2011,Hygrophila,NA,Comal
8,Old Channel Reach,5/6/2011,Hygrophila,NA,Comal
7,Old Channel Reach,5/6/2011,Ludwigia,7,Comal
2,Old Channel Reach,5/6/2011,Ludwigia,7,Comal
2,Old Channel Reach,5/6/2011,Ludwigia,7,Comal
65,Landa Lake,5/5/2011,Bryophytes,20,Comal
110,Landa Lake,5/5/2011,Bryophytes,20,Comal
117,Landa Lake,5/5/2011,Ludwigia,7,Comal
34,Landa Lake,5/5/2011,Ludwigia,7,Comal
72,Landa Lake,5/5/2011,Hygrophila,NA,Comal
50,Landa Lake,5/5/2011,Hygrophila,NA,Comal
0,Upper Spring Run,5/4/2011,Sagittaria,1,Comal
0,Upper Spring Run,5/4/2011,Sagittaria,1,Comal
0,Landa Lake,5/4/2011,Vallisneria,1,Comal
13,Upper Spring Run,5/4/2011,Hygrophila,NA,Comal
3,Upper Spring Run,5/4/2011,Hygrophila,NA,Comal
2,Upper Spring Run,5/4/2011,Hygrophila,NA,Comal
36,Upper Spring Run,5/4/2011,Bryophytes,20,Comal
17,Landa Lake,5/4/2011,Vallisneria,1,Comal
25,Landa Lake,5/4/2011,Cabomba,7,Comal
7,Landa Lake,5/4/2011,Cabomba,7,Comal
0,Old Channel Reach,11/3/2010,Hygrophila,NA,Comal
0,Old Channel Reach,11/3/2010,Ludwigia,7,Comal
10,Old Channel Reach,11/3/2010,Hygrophila,NA,Comal
9,Old Channel Reach,11/3/2010,Hygrophila,NA,Comal
7,Old Channel Reach,11/3/2010,Ludwigia,7,Comal
3,Old Channel Reach,11/3/2010,Ludwigia,7,Comal
138,Landa Lake,11/2/2010,Bryophytes,20,Comal
116,Landa Lake,11/2/2010,Bryophytes,20,Comal
56,Landa Lake,11/2/2010,Ludwigia,7,Comal
31,Landa Lake,11/2/2010,Hygrophila,NA,Comal
2,Landa Lake,11/2/2010,Vallisneria,1,Comal
29,Landa Lake,11/2/2010,Cabomba,7,Comal
39,Landa Lake,11/2/2010,Cabomba,7,Comal
0,Upper Spring Run,11/1/2010,Sagittaria,1,Comal
0,Upper Spring Run,11/1/2010,Open,NA,Comal
1,Upper Spring Run,11/1/2010,Sagittaria,1,Comal
2,Upper Spring Run,11/1/2010,Sagittaria,1,Comal
1,Upper Spring Run,11/1/2010,Hygrophila,NA,Comal
6,Upper Spring Run,11/1/2010,Hygrophila,NA,Comal
8,Landa Lake,11/1/2010,Ludwigia,7,Comal
23,Landa Lake,11/1/2010,Hygrophila,NA,Comal
1,Landa Lake,11/1/2010,Vallisneria,1,Comal
11,Old Channel Reach,6/30/2010,Hygrophila,NA,Comal
9,Old Channel Reach,6/30/2010,Hygrophila,NA,Comal
3,Old Channel Reach,6/30/2010,Hygrophila,NA,Comal
10,Old Channel Reach,6/30/2010,Hygrophila,NA,Comal
192,Landa Lake,6/29/2010,Bryophytes,20,Comal
151,Landa Lake,6/29/2010,Bryophytes,20,Comal
6,Landa Lake,6/29/2010,Ludwigia,7,Comal
4,Landa Lake,6/29/2010,Ludwigia,7,Comal
32,Landa Lake,6/29/2010,Hygrophila,NA,Comal
51,Landa Lake,6/29/2010,Cabomba,7,Comal
27,Landa Lake,6/29/2010,Cabomba,7,Comal
3,Upper Spring Run,6/28/2010,Sagittaria,1,Comal
16,Upper Spring Run,6/28/2010,Sagittaria,1,Comal
3,Upper Spring Run,6/28/2010,Sagittaria,1,Comal
1,Upper Spring Run,6/28/2010,Open,NA,Comal
55,Landa Lake,6/28/2010,Hygrophila,NA,Comal
17,Landa Lake,6/28/2010,Vallisneria,1,Comal
27,Landa Lake,6/28/2010,Vallisneria,1,Comal
11,Old Channel Reach,5/5/2010,Hygrophila,NA,Comal
1,Old Channel Reach,5/5/2010,Hygrophila,NA,Comal
5,Old Channel Reach,5/5/2010,Hygrophila,NA,Comal
1,Old Channel Reach,5/5/2010,Hygrophila,NA,Comal
3,Old Channel Reach,5/5/2010,Hygrophila,NA,Comal
2,Old Channel Reach,5/5/2010,Ludwigia,7,Comal
95,Landa Lake,5/4/2010,Bryophytes,20,Comal
106,Landa Lake,5/4/2010,Bryophytes,20,Comal
57,Landa Lake,5/4/2010,Ludwigia,7,Comal
36,Landa Lake,5/4/2010,Hygrophila,NA,Comal
54,Landa Lake,5/4/2010,Hygrophila,NA,Comal
12,Landa Lake,5/4/2010,Vallisneria,1,Comal
6,Landa Lake,5/4/2010,Cabomba,7,Comal
30,Landa Lake,5/4/2010,Cabomba,7,Comal
40,Upper Spring Run,5/3/2010,Sagittaria,1,Comal
27,Upper Spring Run,5/3/2010,Sagittaria,1,Comal
9,Upper Spring Run,5/3/2010,Hygrophila,NA,Comal
21,Upper Spring Run,5/3/2010,Hygrophila,NA,Comal
30,Upper Spring Run,5/3/2010,Bryophytes,20,Comal
28,Upper Spring Run,5/3/2010,Bryophytes,20,Comal
77,Landa Lake,5/3/2010,Ludwigia,7,Comal
4,Landa Lake,5/3/2010,Vallisneria,1,Comal
0,Old Channel Reach,10/23/2009,Hygrophila,NA,Comal
9,Old Channel Reach,10/23/2009,Hygrophila,NA,Comal
8,Old Channel Reach,10/23/2009,Hygrophila,NA,Comal
6,Old Channel Reach,10/23/2009,Hygrophila,NA,Comal
1,Old Channel Reach,10/23/2009,Ludwigia,7,Comal
4,Old Channel Reach,10/23/2009,Ludwigia,7,Comal
30,Landa Lake,10/22/2009,Bryophytes,20,Comal
58,Landa Lake,10/22/2009,Ludwigia,7,Comal
24,Landa Lake,10/22/2009,Vallisneria,1,Comal
66,Landa Lake,10/22/2009,Vallisneria,1,Comal
9,Landa Lake,10/22/2009,Cabomba,7,Comal
35,Landa Lake,10/22/2009,Cabomba,7,Comal
0,Upper Spring Run,10/21/2009,Hygrophila,NA,Comal
1,Upper Spring Run,10/21/2009,Sagittaria,1,Comal
12,Upper Spring Run,10/21/2009,Sagittaria,1,Comal
3,Upper Spring Run,10/21/2009,Hygrophila,NA,Comal
120,Upper Spring Run,10/21/2009,Bryophytes,20,Comal
33,Upper Spring Run,10/21/2009,Bryophytes,20,Comal
15,Landa Lake,10/21/2009,Bryophytes,20,Comal
51,Landa Lake,10/21/2009,Ludwigia,7,Comal
18,Landa Lake,10/21/2009,Hygrophila,NA,Comal
29,Landa Lake,10/21/2009,Hygrophila,NA,Comal
13,Old Channel Reach,7/1/2009,Filamentous Algae,NA,Comal
24,Old Channel Reach,7/1/2009,Filamentous Algae,NA,Comal
2,Old Channel Reach,7/1/2009,Hygrophila,NA,Comal
9,Old Channel Reach,7/1/2009,Hygrophila,NA,Comal
5,Old Channel Reach,7/1/2009,Ludwigia,7,Comal
2,Old Channel Reach,7/1/2009,Ludwigia,7,Comal
16,Landa Lake,6/30/2009,Bryophytes,20,Comal
126,Landa Lake,6/30/2009,Bryophytes,20,Comal
72,Landa Lake,6/30/2009,Hygrophila,NA,Comal
60,Landa Lake,6/30/2009,Hygrophila,NA,Comal
62,Landa Lake,6/30/2009,Vallisneria,1,Comal
7,Landa Lake,6/30/2009,Cabomba,7,Comal
25,Landa Lake,6/30/2009,Cabomba,7,Comal
0,Landa Lake,6/29/2009,Vallisneria,1,Comal
5,Upper Spring Run,6/29/2009,Sagittaria,1,Comal
1,Upper Spring Run,6/29/2009,Sagittaria,1,Comal
8,Upper Spring Run,6/29/2009,Hygrophila,NA,Comal
12,Upper Spring Run,6/29/2009,Hygrophila,NA,Comal
67,Upper Spring Run,6/29/2009,Bryophytes,20,Comal
55,Upper Spring Run,6/29/2009,Bryophytes,20,Comal
35,Landa Lake,6/29/2009,Ludwigia,7,Comal
4,Landa Lake,6/29/2009,Ludwigia,7,Comal
3,Old Channel Reach,5/15/2009,Filamentous Algae,NA,Comal
3,Old Channel Reach,5/15/2009,Filamentous Algae,NA,Comal
3,Old Channel Reach,5/15/2009,Hygrophila,NA,Comal
2,Old Channel Reach,5/15/2009,Hygrophila,NA,Comal
7,Old Channel Reach,5/15/2009,Ludwigia,7,Comal
6,Old Channel Reach,5/15/2009,Ludwigia,7,Comal
0,Landa Lake,5/14/2009,Vallisneria,1,Comal
48,Landa Lake,5/14/2009,Bryophytes,20,Comal
70,Landa Lake,5/14/2009,Ludwigia,7,Comal
54,Landa Lake,5/14/2009,Ludwigia,7,Comal
51,Landa Lake,5/14/2009,Hygrophila,NA,Comal
44,Landa Lake,5/14/2009,Hygrophila,NA,Comal
13,Landa Lake,5/14/2009,Cabomba,7,Comal
9,Landa Lake,5/14/2009,Cabomba,7,Comal
1,Upper Spring Run,5/13/2009,Sagittaria,1,Comal
3,Upper Spring Run,5/13/2009,Sagittaria,1,Comal
28,Upper Spring Run,5/13/2009,Hygrophila,NA,Comal
6,Upper Spring Run,5/13/2009,Hygrophila,NA,Comal
52,Upper Spring Run,5/13/2009,Bryophytes,20,Comal
82,Upper Spring Run,5/13/2009,Bryophytes,20,Comal
61,Landa Lake,5/13/2009,Bryophytes,20,Comal
4,Landa Lake,5/13/2009,Vallisneria,1,Comal
12,Landa Lake,11/5/2008,Bryophytes,20,Comal
12,Landa Lake,11/5/2008,Bryophytes,20,Comal
20,Landa Lake,11/5/2008,Ludwigia,7,Comal
39,Landa Lake,11/5/2008,Hygrophila,NA,Comal
35,Landa Lake,11/5/2008,Hygrophila,NA,Comal
12,Landa Lake,11/5/2008,Cabomba,7,Comal
20,Landa Lake,11/5/2008,Cabomba,7,Comal
24,Old Channel Reach,11/4/2008,Filamentous Algae,NA,Comal
18,Old Channel Reach,11/4/2008,Filamentous Algae,NA,Comal
9,Old Channel Reach,11/4/2008,Hygrophila,NA,Comal
1,Old Channel Reach,11/4/2008,Hygrophila,NA,Comal
3,Old Channel Reach,11/4/2008,Ludwigia,7,Comal
1,Old Channel Reach,11/4/2008,Ludwigia,7,Comal
0,Upper Spring Run,11/3/2008,Sagittaria,1,Comal
0,Landa Lake,11/3/2008,Vallisneria,1,Comal
0,Landa Lake,11/3/2008,Vallisneria,1,Comal
13,Upper Spring Run,11/3/2008,Sagittaria,1,Comal
4,Upper Spring Run,11/3/2008,Hygrophila,NA,Comal
1,Upper Spring Run,11/3/2008,Hygrophila,NA,Comal
65,Upper Spring Run,11/3/2008,Bryophytes,20,Comal
4,Upper Spring Run,11/3/2008,Bryophytes,20,Comal
31,Landa Lake,11/3/2008,Ludwigia,7,Comal
0,Old Channel Reach,5/2/2008,Ludwigia,7,Comal
1,Old Channel Reach,5/2/2008,Hygrophila,NA,Comal
12,Old Channel Reach,5/2/2008,Hygrophila,NA,Comal
11,Old Channel Reach,5/2/2008,Hygrophila,NA,Comal
2,Old Channel Reach,5/2/2008,Ludwigia,7,Comal
3,Old Channel Reach,5/2/2008,Ludwigia,7,Comal
3,Upper Spring Run,5/1/2008,Sagittaria,1,Comal
12,Upper Spring Run,5/1/2008,Sagittaria,1,Comal
18,Upper Spring Run,5/1/2008,Hygrophila,NA,Comal
6,Upper Spring Run,5/1/2008,Hygrophila,NA,Comal
16,Upper Spring Run,5/1/2008,Bryophytes,20,Comal
21,Upper Spring Run,5/1/2008,Bryophytes,20,Comal
34,Landa Lake,5/1/2008,Bryophytes,20,Comal
9,Landa Lake,5/1/2008,Cabomba,7,Comal
8,Landa Lake,5/1/2008,Cabomba,7,Comal
0,Landa Lake,4/30/2008,Vallisneria,1,Comal
110,Landa Lake,4/30/2008,Bryophytes,20,Comal
81,Landa Lake,4/30/2008,Ludwigia,7,Comal
43,Landa Lake,4/30/2008,Ludwigia,7,Comal
21,Landa Lake,4/30/2008,Hygrophila,NA,Comal
15,Landa Lake,4/30/2008,Hygrophila,NA,Comal
